AGAP011165
AGAP009905
AGAP010935
AGAP001315
AGAP012825
AGAP010345
AGAP008745
AGAP011365
AGAP028415
AGAP009625
AGAP000745
AGAP011825
AGAP008895
AGAP000115
AGAP010625
AGAP005585
AGAP010675
AGAP008275
AGAP006485
AGAP007645
AGAP003685
AGAP004225
AGAP002685
AGAP007355
AGAP005245
AGAP008415
AGAP002875
AGAP006615
AGAP006325
AGAP011925
AGAP006415
AGAP007975
AGAP002525
AGAP013375
AGAP000575
AGAP003645
AGAP007105
AGAP005195
AGAP009775
AGAP005605
AGAP008945
AGAP029125
AGAP011185
AGAP028065
AGAP005635
AGAP007855
AGAP010545
AGAP003745
AGAP007595
AGAP008015
AGAP002825
AGAP006915
AGAP007525
AGAP010355
AGAP000855
AGAP009435
AGAP029615
AGAP002635
AGAP009635
AGAP001885
AGAP006955
AGAP006075
AGAP012695
AGAP005125
AGAP004735
AGAP007225
AGAP007115
AGAP010295
AGAP006905
AGAP003975
AGAP010175
AGAP000865
AGAP008575
AGAP005515
AGAP012665
AGAP009675
AGAP006845
AGAP011875
AGAP007955
AGAP004135
AGAP009105
AGAP012745
AGAP009115
AGAP011475
AGAP009275
AGAP005415
AGAP010825
AGAP029535
AGAP001435
AGAP013305
AGAP006555
AGAP007825
AGAP007335
AGAP004485
AGAP029445
AGAP002805
AGAP009285
AGAP013445
AGAP004435
AGAP008135
AGAP007515
AGAP003925
AGAP000475
AGAP013175
AGAP029735
AGAP013125
AGAP008005
AGAP003665
AGAP010255
AGAP007935
AGAP011445
AGAP005095
AGAP011135
AGAP009305
AGAP009005
AGAP002385
AGAP028455
AGAP011305
AGAP004255
AGAP003695
AGAP003535
AGAP012415
AGAP011345
AGAP029675
AGAP001725
AGAP010595
AGAP009505
AGAP013335
AGAP003415
AGAP008325
AGAP011145
AGAP003445
AGAP008405
AGAP003465
AGAP009935
AGAP001995
AGAP002055
AGAP011565
AGAP008375
AGAP012545
AGAP002725
AGAP007585
AGAP006755
AGAP008125
AGAP002795
AGAP007295
AGAP005575
AGAP012565
AGAP010475
AGAP000605
AGAP005205
AGAP013155
AGAP001705
AGAP006475
AGAP011095
AGAP007665
AGAP006895
AGAP000755
AGAP007915
AGAP006095
AGAP002155
AGAP004695
AGAP005675
AGAP005225
AGAP028105
AGAP000735
AGAP011515
AGAP009975
AGAP011115
AGAP009535
AGAP005145
AGAP010195
AGAP028135
AGAP009595
AGAP008185
AGAP012155
AGAP013015
AGAP002135
AGAP001165
AGAP013005
AGAP010975
AGAP007175
AGAP029475
AGAP010095
AGAP029665
AGAP009215
AGAP002755
AGAP001935
AGAP006655
AGAP002495
AGAP008385
AGAP007565
AGAP000325
AGAP007025
AGAP011245
AGAP002625
AGAP000805
AGAP010145
AGAP012705
AGAP009125
AGAP007725
AGAP006665
AGAP010075
AGAP010005
AGAP005545
AGAP011055
AGAP002065
AGAP001565
AGAP008715
AGAP007655
AGAP001485
AGAP007925
AGAP005895
AGAP002485
AGAP002455
AGAP009185
AGAP004545
AGAP004195
AGAP004095
AGAP003655
AGAP002535
AGAP011975
AGAP010635
AGAP003245
AGAP012995
AGAP011665
AGAP007845
AGAP008725
AGAP000585
AGAP000405
AGAP010045
AGAP007625
AGAP001625
AGAP006645
AGAP010415
AGAP001125
AGAP012335
AGAP012135
AGAP003895
AGAP012045
AGAP002615
AGAP000485
AGAP012005
AGAP003815
AGAP008115
AGAP002245
AGAP029115
AGAP008615
AGAP004875
AGAP003425
AGAP003675
AGAP007085
AGAP012185
AGAP001695
AGAP011195
AGAP004905
AGAP013165
AGAP006435
AGAP006405
AGAP011705
AGAP007215
AGAP012535
AGAP028695
AGAP004165
AGAP001335
AGAP011915
AGAP011155
AGAP011045
AGAP006865
AGAP008925
AGAP005325
AGAP003165
AGAP000315
AGAP006705
AGAP008855
AGAP003555
AGAP013365
AGAP007685
AGAP006635
AGAP001195
AGAP004065
AGAP006035
AGAP009385
AGAP005865
AGAP009045
AGAP008975
AGAP007305
AGAP012855
AGAP005295
AGAP009785
AGAP029235
AGAP010435
AGAP007755
AGAP001745
AGAP028675
AGAP011885
AGAP010265
AGAP007375
AGAP006625
AGAP004115
AGAP010695
AGAP000155
AGAP013395
AGAP012255
AGAP009315
AGAP011775
AGAP009255
AGAP009195
AGAP008905
AGAP007165
AGAP004285
AGAP012275
AGAP008645
AGAP003175
AGAP029095
AGAP010875
AGAP008305
AGAP006165
AGAP001445
AGAP001115
AGAP012445
AGAP002975
AGAP013255
AGAP009735
AGAP011455
AGAP013535
AGAP008435
AGAP007275
AGAP004725
AGAP002835
AGAP003215
AGAP013435
AGAP005075
AGAP029405
AGAP001395
AGAP027985
AGAP029305
AGAP029705
AGAP012755
AGAP001665
AGAP028095
AGAP010085
AGAP010905
AGAP028145
AGAP009805
AGAP013215
AGAP012875
AGAP029265
AGAP029555
AGAP029255
AGAP029225
AGAP012515
AGAP012685
AGAP005685
AGAP002995
AGAP009715
AGAP001325
AGAP001065
AGAP000555
AGAP003345
AGAP009925
AGAP002925
AGAP029175
AGAP008205
AGAP013275
AGAP010135
AGAP013515
AGAP027995
AGAP003135
AGAP011785
AGAP010065
AGAP008295
AGAP005465
AGAP028215
AGAP003965
AGAP011035
AGAP013755
AGAP002775
AGAP006805
AGAP007675
AGAP005155
AGAP004825
AGAP003025
AGAP005955
AGAP029075
AGAP009865
AGAP008165
AGAP028485
AGAP012655
AGAP006145
AGAP001255
AGAP013315
AGAP002085
AGAP005695
AGAP008955
AGAP029425
AGAP011415
AGAP002265
AGAP004005
AGAP028115
AGAP009245
AGAP010215
AGAP010365
AGAP008215
AGAP001585
AGAP004125
AGAP028185
AGAP010225
AGAP003865
AGAP008235
AGAP012235
AGAP012385
AGAP005035
AGAP013465
AGAP001765
AGAP029545
AGAP005765
AGAP012375
AGAP009395
AGAP011955
AGAP006275
AGAP011215
AGAP029485
AGAP010835
AGAP000945
AGAP013775
AGAP028025
AGAP012885
AGAP004315
AGAP009645
AGAP002605
AGAP029205
AGAP010555
AGAP000795
AGAP003275
AGAP028635
AGAP005995
AGAP007545
AGAP003395
AGAP007615
AGAP012935
AGAP002275
AGAP028045
AGAP013075
AGAP005665
AGAP010895
AGAP010645
AGAP011085
AGAP029565
AGAP013105
AGAP001185
AGAP005935
AGAP003115
AGAP001505
AGAP003225
AGAP006795
AGAP005625
AGAP001355
AGAP005975
AGAP011675
AGAP004235
AGAP011835
AGAP003565
AGAP007245
AGAP008515
AGAP005645
AGAP004355
AGAP002465
AGAP005495
AGAP009855
AGAP007365
AGAP009165
AGAP011615
AGAP010785
AGAP012815
AGAP007315
AGAP010515
AGAP008445
AGAP009075
AGAP008345
AGAP001715
AGAP012635
AGAP009945
AGAP012625
AGAP007415
AGAP012715
AGAP002505
AGAP003825
AGAP007125
AGAP011935
AGAP005835
AGAP011735
AGAP008475
AGAP000765
AGAP012985
AGAP001805
AGAP013285
AGAP006595
AGAP011625
AGAP013725
AGAP009205
AGAP007405
AGAP001495
AGAP006515
AGAP008995
AGAP004265
AGAP011655
AGAP003585
AGAP005915
AGAP000705
AGAP000205
AGAP005055
AGAP005175
AGAP000495
AGAP028685
AGAP005115
AGAP001985
AGAP005905
AGAP000025
AGAP004595
AGAP012585
AGAP010755
AGAP010585
AGAP002395
AGAP009485
AGAP013145
AGAP003285
AGAP013475
AGAP002905
AGAP008065
AGAP004275
AGAP009525
AGAP011795
AGAP005305
AGAP013205
AGAP029605
AGAP008495
AGAP003365
AGAP001005
AGAP012265
AGAP002865
AGAP003335
AGAP004885
AGAP010705
AGAP029715
AGAP006525
AGAP004035
AGAP004795
AGAP008195
AGAP012645
AGAP005405
AGAP029325
AGAP012975
AGAP004585
AGAP005015
AGAP006245
AGAP007635
AGAP007325
AGAP007785
AGAP000615
AGAP012395
AGAP005595
AGAP004515
AGAP002365
AGAP005785
AGAP001145
AGAP008245
AGAP002075
AGAP009685
AGAP004955
AGAP002585
AGAP000185
AGAP006505
AGAP010605
AGAP004405
AGAP007885
AGAP007865
AGAP001645
AGAP000105
AGAP005385
AGAP028205
AGAP007775
AGAP001025
AGAP009035
AGAP000545
AGAP028725
AGAP011555
AGAP001945
AGAP004985
AGAP003305
AGAP029245
AGAP006445
AGAP000005
AGAP008055
AGAP028605
AGAP002885
AGAP002665
AGAP001085
AGAP012945
AGAP011395
AGAP011065
AGAP008825
AGAP008285
AGAP007475
AGAP003015
AGAP003775
AGAP009965
AGAP011845
AGAP007145
AGAP008805
AGAP012305
AGAP004015
AGAP006055
AGAP000225
AGAP004765
AGAP007065
AGAP002195
AGAP007745
AGAP006195
AGAP000165
AGAP002355
AGAP000445
AGAP005025
AGAP008845
AGAP002815
AGAP000965
AGAP005455
AGAP003065
AGAP008335
AGAP013485
AGAP003525
AGAP006735
AGAP005525
AGAP004465
AGAP008795
AGAP008775
AGAP005185
AGAP001735
AGAP006985
AGAP009825
AGAP006265
AGAP012315
AGAP010405
AGAP000255
AGAP003355
AGAP005805
AGAP008025
AGAP007715
AGAP010335
AGAP005745
AGAP001015
AGAP004055
AGAP001365
AGAP013085
AGAP004145
AGAP010855
AGAP010815
AGAP003935
AGAP000305
AGAP013235
AGAP013525
AGAP006385
AGAP000835
AGAP005285
AGAP005365
AGAP029505
AGAP005615
AGAP010015
AGAP011275
AGAP002695
AGAP001175
AGAP011985
AGAP011255
AGAP000825
AGAP001535
AGAP012915
AGAP003885
AGAP012795
AGAP005345
AGAP012105
AGAP003855
AGAP009605
AGAP010505
AGAP006065
AGAP000635
AGAP003255
AGAP002325
AGAP006225
AGAP003235
AGAP001415
AGAP004605
AGAP006495
AGAP003805
AGAP001345
AGAP000215
AGAP007385
AGAP029585
AGAP011765
AGAP009495
AGAP011125
AGAP012555
AGAP008655
AGAP002305
AGAP000515
AGAP013115
AGAP012125
AGAP005705
AGAP001915
AGAP029765
AGAP029635
AGAP029525
AGAP029195
AGAP029185
AGAP028525
AGAP028495
AGAP028225
AGAP028085
AGAP028055
AGAP028015
AGAP013225
AGAP013065
AGAP013045
AGAP013035
AGAP012955
AGAP012925
AGAP012905
AGAP012845
AGAP012735
AGAP012725
AGAP012525
AGAP012495
AGAP012455
AGAP012435
AGAP012245
AGAP012175
AGAP011815
AGAP011805
AGAP011745
AGAP011575
AGAP011435
AGAP011375
AGAP011325
AGAP011225
AGAP011105
AGAP010965
AGAP010885
AGAP010865
AGAP010535
AGAP010485
AGAP010445
AGAP010245
AGAP010125
AGAP010105
AGAP010035
AGAP009985
AGAP009955
AGAP009875
AGAP009835
AGAP009515
AGAP009405
AGAP009375
AGAP009365
AGAP009335
AGAP009295
AGAP009225
AGAP009175
AGAP009095
AGAP009085
AGAP008835
AGAP008785
AGAP008735
AGAP008705
AGAP008685
AGAP008355
AGAP008035
AGAP007895
AGAP007875
AGAP007835
AGAP007805
AGAP007765
AGAP007605
AGAP007505
AGAP007395
AGAP007265
AGAP007155
AGAP007095
AGAP007075
AGAP007045
AGAP006945
AGAP006935
AGAP006925
AGAP006835
AGAP006745
AGAP006725
AGAP006715
AGAP006685
AGAP006375
AGAP006255
AGAP006235
AGAP006185
AGAP006085
AGAP006005
AGAP005885
AGAP005795
AGAP005735
AGAP005725
AGAP005655
AGAP005565
AGAP005485
AGAP005425
AGAP005315
AGAP005215
AGAP004805
AGAP004775
AGAP004715
AGAP004645
AGAP004495
AGAP004425
AGAP004085
AGAP003905
AGAP003875
AGAP003795
AGAP003785
AGAP003725
AGAP003715
AGAP003595
AGAP003575
AGAP003495
AGAP003405
AGAP003295
AGAP003265
AGAP003125
AGAP003095
AGAP003035
AGAP003005
AGAP002955
AGAP002855
AGAP002645
AGAP002575
AGAP002425
AGAP002415
AGAP002295
AGAP002235
AGAP002215
AGAP002205
AGAP002185
AGAP002175
AGAP002125
AGAP002035
AGAP002025
AGAP001975
AGAP001965
AGAP001905
AGAP001775
AGAP001635
AGAP001515
AGAP001475
AGAP001275
AGAP001225
AGAP000715
AGAP000625
AGAP000415
AGAP000355
AGAP000075
AGAP000065
AGAP000045
AGAP011165
AGAP005775
AGAP008635
AGAP001035
AGAP001825
AGAP001675
AGAP008045
AGAP013405
AGAP004575
AGAP010805
AGAP012295
AGAP007015
AGAP012835
AGAP003545
AGAP005165
AGAP004835
AGAP000365
AGAP028735
AGAP001865
AGAP012345
AGAP003055
AGAP002515
AGAP009755
AGAP010025
AGAP000285
AGAP012365
AGAP010615
AGAP008225
AGAP010845
AGAP000345
AGAP005335
AGAP001405
AGAP000985
AGAP001655
AGAP004295
AGAP004555
AGAP009135
AGAP000655
AGAP001795
AGAP002015
AGAP013425
AGAP012895
AGAP004535
AGAP011945
AGAP008545
AGAP004335
AGAP003195
AGAP002915
AGAP001955
AGAP006605
AGAP012065
AGAP029455
AGAP010275
AGAP009145
AGAP008765
AGAP011695
AGAP012015
AGAP006765
AGAP004475
AGAP002335
AGAP006215
AGAP003755
AGAP002345
AGAP000885
AGAP001375
AGAP009025
AGAP002705
AGAP028655
AGAP010465
AGAP010685
AGAP002895
AGAP012145
AGAP000535
AGAP010055
AGAP010575
AGAP001245
AGAP011405
AGAP003945
AGAP028175
AGAP008815
AGAP005005
AGAP000565
AGAP013455
AGAP006395
AGAP004245
AGAP010115
AGAP005135
AGAP001595
AGAP006115
AGAP029515
AGAP002655
AGAP002105
AGAP013495
AGAP001545
AGAP008965
AGAP006775
AGAP006125
AGAP000085
AGAP002005
AGAP000245
AGAP001685
AGAP028855
AGAP002985
AGAP000275
AGAP028005
AGAP007465
AGAP006135
AGAP028425
AGAP010655
AGAP006995
AGAP011905
AGAP002765
AGAP001555
AGAP013265
AGAP008885
AGAP008525
AGAP001925
AGAP000975
AGAP001525
AGAP000375
AGAP010955
AGAP010165
AGAP005045
AGAP009705
AGAP001045
AGAP007445
AGAP000935
AGAP001285
AGAP008315
AGAP012325
AGAP002315
AGAP011635
AGAP011965
AGAP005475
AGAP006535
AGAP010395
AGAP028645
AGAP010715
AGAP007455
AGAP003145
AGAP001265
AGAP006585
AGAP010455
AGAP007575
AGAP002475
AGAP005275
AGAP004685
AGAP007345
AGAP000915
AGAP004965
AGAP007485
AGAP000425
AGAP009325
AGAP010205
AGAP006105
AGAP002935
AGAP007795
AGAP004205
AGAP004345
AGAP002715
AGAP011285
AGAP006365
AGAP008985
AGAP005105
AGAP013095
AGAP028565
AGAP000035
AGAP004855
AGAP029105
AGAP006455
AGAP009575
AGAP011425
AGAP009565
AGAP029365
AGAP007195
AGAP029645
AGAP012425
AGAP010985
AGAP006575
AGAP006825
AGAP007205
AGAP013055
AGAP006965
AGAP008465
AGAP002845
AGAP009695
AGAP010385
AGAP006045
AGAP004865
AGAP000995
AGAP004975
AGAP001895
AGAP004665
AGAP003155
AGAP002375
AGAP002555
AGAP004745
AGAP001135
AGAP002445
AGAP011535
AGAP005815
AGAP006205
AGAP029085
AGAP000955
AGAP004395
AGAP006465
AGAP000095
AGAP000395
AGAP013745
AGAP002735
AGAP012225
AGAP011605
AGAP006425
AGAP003615
AGAP002595
AGAP012865
AGAP004375
AGAP009585
AGAP009765
AGAP004945
AGAP008425
AGAP003375
AGAP002095
AGAP009615
AGAP006355
AGAP000235
AGAP004755
AGAP029575
AGAP006815
AGAP005535
AGAP002285
AGAP005555
AGAP010155
AGAP005825
AGAP008265
AGAP006175
AGAP007135
AGAP004675
AGAP001205
AGAP009995
AGAP005065
AGAP003705
AGAP007985
AGAP004615
AGAP013385
AGAP010995
AGAP006875
AGAP005755
AGAP007705
AGAP002945
AGAP011495
AGAP009445
AGAP007905
AGAP003485
AGAP009065
AGAP004215
AGAP011205
AGAP005715
AGAP009665
AGAP003475
AGAP000145
AGAP012195
AGAP003635
AGAP004915
AGAP003845
AGAP001615
AGAP012485
AGAP029595
AGAP012505
AGAP013545
AGAP011015
AGAP003315
AGAP000195
AGAP003085
AGAP006785
AGAP000695
AGAP004635
AGAP029625
AGAP011025
AGAP003605
AGAP008585
AGAP029465
AGAP003995
AGAP000685
AGAP000015
AGAP004175
AGAP010925
AGAP008875
AGAP008935
AGAP001455
AGAP002405
AGAP006675
AGAP012675
AGAP008625
AGAP005855
AGAP002435
AGAP007005
AGAP003075
AGAP004655
AGAP007965
AGAP000815
AGAP004625
AGAP010305
AGAP028665
AGAP006885
AGAP008155
AGAP010775
AGAP002145
AGAP005375
AGAP003325
AGAP011895
AGAP000725
AGAP009905
AGAP010935
AGAP001315
AGAP012825
AGAP010345
AGAP008745
AGAP011365
AGAP028415
AGAP009625
AGAP000745
AGAP011825
AGAP008895
AGAP000115
AGAP010625
AGAP005585
AGAP010675
AGAP008275
AGAP006485
AGAP007645
AGAP003685
AGAP004225
AGAP002685
AGAP007355
AGAP005245
AGAP008415
AGAP002875
AGAP006615
AGAP006325
AGAP011925
AGAP006415
AGAP007975
AGAP002525
AGAP013375
AGAP000575
AGAP003645
AGAP007105
AGAP005195
AGAP009775
AGAP005605
AGAP008945
AGAP029125
AGAP011185
AGAP028065
AGAP005635
AGAP007855
AGAP010545
AGAP003745
AGAP007595
AGAP008015
AGAP002825
AGAP006915
AGAP007525
AGAP010355
AGAP000855
AGAP009435
AGAP029615
AGAP002635
AGAP009635
AGAP001885
AGAP006955
AGAP006075
AGAP012695
AGAP005125
AGAP004735
AGAP007225
AGAP007115
AGAP010295
AGAP006905
AGAP003975
AGAP010175
AGAP000865
AGAP008575
AGAP005515
AGAP012665
AGAP009675
AGAP006845
AGAP011875
AGAP007955
AGAP004135
AGAP009105
AGAP012745
AGAP009115
AGAP011475
AGAP009275
AGAP005415
AGAP010825
AGAP029535
AGAP001435
AGAP013305
AGAP006555
AGAP007825
AGAP007335
AGAP004485
AGAP029445
AGAP002805
AGAP009285
AGAP013445
AGAP004435
AGAP008135
AGAP007515
AGAP003925
AGAP000475
AGAP013175
AGAP029735
AGAP013125
AGAP008005
AGAP003665
AGAP010255
AGAP007935
AGAP011445
AGAP005095
AGAP011135
AGAP009305
AGAP009005
AGAP002385
AGAP028455
AGAP011305
AGAP004255
AGAP003695
AGAP003535
AGAP012415
AGAP011345
AGAP029675
AGAP001725
AGAP010595
AGAP009505
AGAP013335
AGAP003415
AGAP008325
AGAP011145
AGAP003445
AGAP008405
AGAP003465
AGAP009935
AGAP001995
AGAP002055
AGAP011565
AGAP008375
AGAP012545
AGAP002725
AGAP007585
AGAP006755
AGAP008125
AGAP002795
AGAP007295
AGAP005575
AGAP012565
AGAP010475
AGAP000605
AGAP005205
AGAP013155
AGAP001705
AGAP006475
AGAP011095
AGAP007665
AGAP006895
AGAP000755
AGAP007915
AGAP006095
AGAP002155
AGAP004695
AGAP005675
AGAP005225
AGAP028105
AGAP000735
AGAP011515
AGAP009975
AGAP011115
AGAP009535
AGAP005145
AGAP010195
AGAP028135
AGAP009595
AGAP008185
AGAP012155
AGAP013015
AGAP002135
AGAP001165
AGAP013005
AGAP010975
AGAP007175
AGAP029475
AGAP010095
AGAP029665
AGAP009215
AGAP002755
AGAP001935
AGAP006655
AGAP002495
AGAP008385
AGAP007565
AGAP000325
AGAP007025
AGAP011245
AGAP002625
AGAP000805
AGAP010145
AGAP012705
AGAP009125
AGAP007725
AGAP006665
AGAP010075
AGAP010005
AGAP005545
AGAP011055
AGAP002065
AGAP001565
AGAP008715
AGAP007655
AGAP001485
AGAP007925
AGAP005895
AGAP002485
AGAP002455
AGAP009185
AGAP004545
AGAP004195
AGAP004095
AGAP003655
AGAP002535
AGAP011975
AGAP010635
AGAP003245
AGAP012995
AGAP011665
AGAP007845
AGAP008725
AGAP000585
AGAP000405
AGAP010045
AGAP007625
AGAP001625
AGAP006645
AGAP010415
AGAP001125
AGAP012335
AGAP012135
AGAP003895
AGAP012045
AGAP002615
AGAP000485
AGAP012005
AGAP003815
AGAP008115
AGAP002245
AGAP029115
AGAP008615
AGAP004875
AGAP003425
AGAP003675
AGAP007085
AGAP012185
AGAP001695
AGAP011195
AGAP004905
AGAP013165
AGAP006435
AGAP006405
AGAP011705
AGAP007215
AGAP012535
AGAP028695
AGAP004165
AGAP001335
AGAP011915
AGAP011155
AGAP011045
AGAP006865
AGAP008925
AGAP005325
AGAP003165
AGAP000315
AGAP006705
AGAP008855
AGAP003555
AGAP013365
AGAP007685
AGAP006635
AGAP001195
AGAP004065
AGAP006035
AGAP009385
AGAP005865
AGAP009045
AGAP008975
AGAP007305
AGAP012855
AGAP005295
AGAP009785
AGAP029235
AGAP010435
AGAP007755
AGAP001745
AGAP028675
AGAP011885
AGAP010265
AGAP007375
AGAP006625
AGAP004115
AGAP010695
AGAP000155
AGAP013395
AGAP012255
AGAP009315
AGAP011775
AGAP009255
AGAP009195
AGAP008905
AGAP007165
AGAP004285
AGAP012275
AGAP008645
AGAP003175
AGAP029095
AGAP010875
AGAP008305
AGAP006165
AGAP001445
AGAP001115
AGAP012445
AGAP002975
AGAP013255
AGAP009735
AGAP011455
AGAP013535
AGAP008435
AGAP007275
AGAP004725
AGAP002835
AGAP003215
AGAP013435
AGAP005075
AGAP029405
AGAP001395
AGAP027985
AGAP029305
AGAP029705
AGAP012755
AGAP001665
AGAP028095
AGAP010085
AGAP010905
AGAP028145
AGAP009805
AGAP013215
AGAP012875
AGAP029265
AGAP029555
AGAP029255
AGAP029225
AGAP012515
AGAP012685
AGAP005685
AGAP002995
AGAP009715
AGAP001325
AGAP001065
AGAP000555
AGAP003345
AGAP009925
AGAP002925
AGAP029175
AGAP008205
AGAP013275
AGAP010135
AGAP013515
AGAP027995
AGAP003135
AGAP011785
AGAP010065
AGAP008295
AGAP005465
AGAP028215
AGAP003965
AGAP011035
AGAP013755
AGAP002775
AGAP006805
AGAP007675
AGAP005155
AGAP004825
AGAP003025
AGAP005955
AGAP029075
AGAP009865
AGAP008165
AGAP028485
AGAP012655
AGAP006145
AGAP001255
AGAP013315
AGAP002085
AGAP005695
AGAP008955
AGAP029425
AGAP011415
AGAP002265
AGAP004005
AGAP028115
AGAP009245
AGAP010215
AGAP010365
AGAP008215
AGAP001585
AGAP004125
AGAP028185
AGAP010225
AGAP003865
AGAP008235
AGAP012235
AGAP012385
AGAP005035
AGAP013465
AGAP001765
AGAP029545
AGAP005765
AGAP012375
AGAP009395
AGAP011955
AGAP006275
AGAP011215
AGAP029485
AGAP010835
AGAP000945
AGAP013775
AGAP028025
AGAP012885
AGAP004315
AGAP009645
AGAP002605
AGAP029205
AGAP010555
AGAP000795
AGAP003275
AGAP028635
AGAP005995
AGAP007545
AGAP003395
AGAP007615
AGAP012935
AGAP002275
AGAP028045
AGAP013075
AGAP005665
AGAP010895
AGAP010645
AGAP011085
AGAP029565
AGAP013105
AGAP001185
AGAP005935
AGAP003115
AGAP001505
AGAP003225
AGAP006795
AGAP005625
AGAP001355
AGAP005975
AGAP011675
AGAP004235
AGAP011835
AGAP003565
AGAP007245
AGAP008515
AGAP005645
AGAP004355
AGAP002465
AGAP005495
AGAP009855
AGAP007365
AGAP009165
AGAP011615
AGAP010785
AGAP012815
AGAP007315
AGAP010515
AGAP008445
AGAP009075
AGAP008345
AGAP001715
AGAP012635
AGAP009945
AGAP012625
AGAP007415
AGAP012715
AGAP002505
AGAP003825
AGAP007125
AGAP011935
AGAP005835
AGAP011735
AGAP008475
AGAP000765
AGAP012985
AGAP001805
AGAP013285
AGAP006595
AGAP011625
AGAP013725
AGAP009205
AGAP007405
AGAP001495
AGAP006515
AGAP008995
AGAP004265
AGAP011655
AGAP003585
AGAP005915
AGAP000705
AGAP000205
